Concessionaria;Data;Km;Trecho
RIOSP;09/07/2023;271.000;BR-116/RJ
RIOSP;09/07/2023;280.600;BR-116/RJ
RIOSP;09/07/2023;280.700;BR-116/RJ
RIOSP;09/07/2023;436.000;BR-101/RJ
RIOSP;09/07/2023;471.000;BR-101/RJ
RIOSP;09/07/2023;485.000;BR-101/RJ
RIOSP;09/07/2023;488.000;BR-101/RJ
RIOSP;09/07/2023;494.000;BR-101/RJ
RIOSP;09/07/2023;502.000;BR-101/RJ
RIOSP;09/07/2023;510.000;BR-101/RJ
RIOSP;09/07/2023;528.000;BR-101/RJ
RIOSP;09/07/2023;529.000;BR-101/RJ
RIOSP;09/07/2023;532.000;BR-101/RJ
RIOSP;09/07/2023;563.500;BR-101/RJ
RIOSP;10/07/2023;69.000;BR-116/SP
RIOSP;10/07/2023;79.800;BR-116/SP
RIOSP;10/07/2023;101.000;BR-116/SP
RIOSP;10/07/2023;107.950;BR-116/SP
RIOSP;10/07/2023;122.850;BR-116/SP
RIOSP;10/07/2023;124.000;BR-116/SP
RIOSP;10/07/2023;124.100;BR-116/SP
RIOSP;10/07/2023;155.700;BR-116/SP
RIOSP;10/07/2023;160.000;BR-116/SP
RIOSP;10/07/2023;195.300;BR-116/SP
RIOSP;10/07/2023;206.400;BR-116/SP
RIOSP;10/07/2023;209.700;BR-116/SP
RIOSP;10/07/2023;220.000;BR-116/SP
RIOSP;10/07/2023;227.800;BR-116/RJ
RIOSP;10/07/2023;271.350;BR-116/RJ
RIOSP;10/07/2023;274.000;BR-116/RJ
RIOSP;10/07/2023;381.000;BR-101/RJ
RIOSP;10/07/2023;385.000;BR-101/RJ
RIOSP;10/07/2023;393.000;BR-101/RJ
RIOSP;10/07/2023;393.000;BR-101/RJ
RIOSP;10/07/2023;452.000;BR-101/RJ
RIOSP;10/07/2023;452.000;BR-101/RJ
RIOSP;10/07/2023;471.000;BR-101/RJ
RIOSP;10/07/2023;485.000;BR-101/RJ
RIOSP;11/07/2023;53.000;BR-116/SP
RIOSP;11/07/2023;100.150;BR-116/SP
RIOSP;11/07/2023;106.000;BR-116/SP
RIOSP;11/07/2023;108.000;BR-116/SP
RIOSP;11/07/2023;108.700;BR-116/SP
RIOSP;11/07/2023;147.000;BR-116/SP
RIOSP;11/07/2023;148.100;BR-116/SP
RIOSP;11/07/2023;149.650;BR-116/SP
RIOSP;11/07/2023;161.500;BR-116/SP
RIOSP;11/07/2023;173.200;BR-116/SP
RIOSP;11/07/2023;213.900;BR-116/SP
RIOSP;11/07/2023;218.600;BR-116/SP
RIOSP;11/07/2023;219.150;BR-116/SP
RIOSP;11/07/2023;223.700;BR-116/SP
RIOSP;11/07/2023;308.900;BR-116/RJ
RIOSP;11/07/2023;387.000;BR-101/RJ
RIOSP;11/07/2023;388.300;BR-101/RJ
RIOSP;11/07/2023;488.000;BR-101/RJ
RIOSP;11/07/2023;500.300;BR-101/RJ
RIOSP;11/07/2023;505.300;BR-101/RJ
RIOSP;12/07/2023;64.700;BR-116/SP
RIOSP;12/07/2023;95.900;BR-116/SP
RIOSP;12/07/2023;98.950;BR-116/SP
RIOSP;12/07/2023;110.000;BR-116/SP
RIOSP;12/07/2023;110.000;BR-116/SP
RIOSP;12/07/2023;121.000;BR-116/SP
RIOSP;12/07/2023;176.500;BR-116/SP
RIOSP;12/07/2023;204.100;BR-116/SP
RIOSP;12/07/2023;209.000;BR-116/SP
RIOSP;12/07/2023;222.000;BR-116/SP
RIOSP;12/07/2023;223.600;BR-116/SP
RIOSP;12/07/2023;226.500;BR-116/RJ
RIOSP;12/07/2023;229.300;BR-116/SP
RIOSP;12/07/2023;230.400;BR-116/RJ
RIOSP;12/07/2023;394.000;BR-101/RJ
RIOSP;12/07/2023;491.000;BR-101/RJ
RIOSP;12/07/2023;508.000;BR-101/RJ
RIOSP;13/07/2023;0.400;BR-116/SP
RIOSP;13/07/2023;4.300;BR-116/SP
RIOSP;13/07/2023;51.000;BR-116/SP
RIOSP;13/07/2023;52.300;BR-101/SP
RIOSP;13/07/2023;59.000;BR-116/SP
RIOSP;13/07/2023;97.000;BR-116/SP
RIOSP;13/07/2023;214.500;BR-116/SP
RIOSP;13/07/2023;216.900;BR-116/SP
RIOSP;13/07/2023;219.000;BR-116/SP
RIOSP;13/07/2023;250.500;BR-116/RJ
RIOSP;13/07/2023;295.000;BR-116/RJ
RIOSP;14/07/2023;6.000;BR-101/SP
RIOSP;14/07/2023;24.500;BR-116/SP
RIOSP;14/07/2023;45.800;BR-116/SP
RIOSP;14/07/2023;46.000;BR-116/SP
RIOSP;14/07/2023;51.000;BR-101/SP
RIOSP;14/07/2023;82.000;BR-116/SP
RIOSP;14/07/2023;86.950;BR-116/SP
RIOSP;14/07/2023;97.400;BR-116/SP
RIOSP;14/07/2023;101.100;BR-116/SP
RIOSP;14/07/2023;106.400;BR-116/SP
RIOSP;14/07/2023;112.800;BR-116/SP
RIOSP;14/07/2023;139.000;BR-116/SP
RIOSP;14/07/2023;142.800;BR-116/SP
RIOSP;14/07/2023;149.900;BR-116/SP
RIOSP;14/07/2023;155.000;BR-116/SP
RIOSP;14/07/2023;157.000;BR-116/SP
RIOSP;14/07/2023;157.900;BR-116/SP
RIOSP;14/07/2023;158.000;BR-116/SP
RIOSP;14/07/2023;165.400;BR-116/SP
RIOSP;14/07/2023;184.300;BR-116/SP
RIOSP;14/07/2023;207.600;BR-116/SP
RIOSP;14/07/2023;207.600;BR-116/SP
RIOSP;14/07/2023;220.800;BR-116/SP
RIOSP;14/07/2023;221.000;BR-116/SP
RIOSP;14/07/2023;222.000;BR-116/SP
RIOSP;14/07/2023;223.000;BR-116/SP
RIOSP;14/07/2023;225.200;BR-116/SP
RIOSP;14/07/2023;226.900;BR-116/SP
RIOSP;14/07/2023;229.900;BR-116/SP
RIOSP;14/07/2023;247.700;BR-116/RJ
RIOSP;14/07/2023;281.000;BR-116/RJ
RIOSP;14/07/2023;292.200;BR-116/RJ
RIOSP;14/07/2023;390.000;BR-101/RJ
RIOSP;14/07/2023;418.000;BR-101/RJ
RIOSP;14/07/2023;456.000;BR-101/RJ
RIOSP;14/07/2023;518.900;BR-101/RJ
RIOSP;14/07/2023;524.500;BR-101/RJ
RIOSP;15/07/2023;53.000;BR-116/SP
RIOSP;15/07/2023;53.300;BR-116/SP
RIOSP;15/07/2023;104.000;BR-116/SP
RIOSP;15/07/2023;123.000;BR-116/SP
RIOSP;15/07/2023;123.400;BR-116/SP
RIOSP;15/07/2023;123.400;BR-116/SP
RIOSP;15/07/2023;123.500;BR-116/SP
RIOSP;15/07/2023;125.000;BR-116/SP
RIOSP;15/07/2023;127.000;BR-116/SP
RIOSP;15/07/2023;127.600;BR-116/SP
RIOSP;15/07/2023;149.000;BR-116/SP
RIOSP;15/07/2023;192.300;BR-116/SP
RIOSP;15/07/2023;196.600;BR-116/SP
RIOSP;15/07/2023;210.000;BR-116/SP
RIOSP;15/07/2023;218.000;BR-116/SP
RIOSP;15/07/2023;222.000;BR-116/SP
RIOSP;15/07/2023;229.000;BR-116/SP
RIOSP;15/07/2023;230.200;BR-116/SP
RIOSP;15/07/2023;318.000;BR-116/RJ
RIOSP;15/07/2023;419.000;BR-101/RJ
RIOSP;15/07/2023;509.100;BR-101/RJ
RIOSP;16/07/2023;30.300;BR-101/SP
RIOSP;16/07/2023;39.900;BR-116/SP
RIOSP;16/07/2023;44.000;BR-101/SP
RIOSP;16/07/2023;56.000;BR-116/SP
RIOSP;16/07/2023;73.400;BR-116/SP
RIOSP;16/07/2023;84.000;BR-116/SP
RIOSP;16/07/2023;104.700;BR-116/SP
RIOSP;16/07/2023;104.800;BR-116/SP
RIOSP;16/07/2023;139.800;BR-116/SP
RIOSP;16/07/2023;201.000;BR-116/SP
RIOSP;16/07/2023;222.000;BR-116/SP
RIOSP;16/07/2023;223.000;BR-116/SP
RIOSP;16/07/2023;254.700;BR-116/RJ
RIOSP;16/07/2023;254.700;BR-116/RJ
RIOSP;16/07/2023;254.700;BR-116/RJ
RIOSP;16/07/2023;418.500;BR-101/RJ
RIOSP;16/07/2023;437.000;BR-101/RJ
RIOSP;16/07/2023;511.000;BR-101/RJ
RIOSP;16/07/2023;513.500;BR-101/RJ
RIOSP;16/07/2023;590.800;BR-101/RJ
RIOSP;17/07/2023;51.650;BR-116/SP
RIOSP;17/07/2023;82.000;BR-116/SP
RIOSP;17/07/2023;182.300;BR-116/SP
RIOSP;17/07/2023;210.000;BR-116/SP
RIOSP;17/07/2023;219.900;BR-116/SP
RIOSP;17/07/2023;221.900;BR-116/SP
RIOSP;17/07/2023;223.100;BR-116/SP
RIOSP;17/07/2023;224.200;BR-116/SP
RIOSP;17/07/2023;227.500;BR-116/SP
RIOSP;17/07/2023;285.000;BR-116/RJ
RIOSP;17/07/2023;303.000;BR-116/RJ
RIOSP;17/07/2023;313.000;BR-116/RJ
RIOSP;17/07/2023;408.000;BR-101/RJ
RIOSP;17/07/2023;410.000;BR-101/RJ
RIOSP;17/07/2023;427.000;BR-101/RJ
RIOSP;17/07/2023;495.000;BR-101/RJ
RIOSP;17/07/2023;511.000;BR-101/RJ
RIOSP;18/07/2023;22.000;BR-116/SP
RIOSP;18/07/2023;34.000;BR-116/SP
RIOSP;18/07/2023;69.000;BR-116/SP
RIOSP;18/07/2023;100.000;BR-116/SP
RIOSP;18/07/2023;107.900;BR-116/SP
RIOSP;18/07/2023;109.000;BR-116/SP
RIOSP;18/07/2023;157.200;BR-116/SP
RIOSP;18/07/2023;200.150;BR-116/SP
RIOSP;18/07/2023;206.900;BR-116/SP
RIOSP;18/07/2023;206.950;BR-116/SP
RIOSP;18/07/2023;212.600;BR-116/SP
RIOSP;18/07/2023;215.050;BR-116/SP
RIOSP;18/07/2023;218.900;BR-116/SP
RIOSP;18/07/2023;219.100;BR-116/SP
RIOSP;18/07/2023;221.800;BR-116/SP
RIOSP;18/07/2023;227.100;BR-116/SP
RIOSP;18/07/2023;228.500;BR-116/SP
RIOSP;18/07/2023;231.800;BR-116/RJ
RIOSP;18/07/2023;293.000;BR-116/RJ
RIOSP;18/07/2023;383.000;BR-101/RJ
RIOSP;18/07/2023;389.000;BR-101/RJ
RIOSP;18/07/2023;417.000;BR-101/RJ
RIOSP;18/07/2023;456.000;BR-101/RJ
RIOSP;18/07/2023;463.000;BR-101/RJ
RIOSP;18/07/2023;471.000;BR-101/RJ
RIOSP;18/07/2023;484.500;BR-101/RJ
RIOSP;18/07/2023;498.800;BR-101/RJ
RIOSP;19/07/2023;30.900;BR-116/SP
RIOSP;19/07/2023;45.500;BR-101/SP
RIOSP;19/07/2023;82.000;BR-116/SP
RIOSP;19/07/2023;104.500;BR-116/SP
RIOSP;19/07/2023;108.600;BR-116/SP
RIOSP;19/07/2023;143.900;BR-116/SP
RIOSP;19/07/2023;144.600;BR-116/SP
RIOSP;19/07/2023;165.200;BR-116/SP
RIOSP;19/07/2023;203.500;BR-116/SP
RIOSP;19/07/2023;216.200;BR-116/SP
RIOSP;19/07/2023;226.000;BR-116/SP
RIOSP;19/07/2023;233.000;BR-116/RJ
RIOSP;19/07/2023;236.000;BR-116/RJ
RIOSP;19/07/2023;263.000;BR-116/RJ
RIOSP;19/07/2023;315.400;BR-116/RJ
RIOSP;19/07/2023;321.600;BR-116/RJ
RIOSP;19/07/2023;323.100;BR-116/RJ
RIOSP;19/07/2023;323.100;BR-116/RJ
RIOSP;19/07/2023;390.000;BR-101/RJ
RIOSP;19/07/2023;415.000;BR-101/RJ
RIOSP;19/07/2023;423.000;BR-101/RJ
RIOSP;19/07/2023;423.700;BR-101/RJ
RIOSP;19/07/2023;482.000;BR-101/RJ
RIOSP;19/07/2023;485.500;BR-101/RJ
RIOSP;19/07/2023;524.000;BR-101/RJ
RIOSP;19/07/2023;564.000;BR-101/RJ
RIOSP;20/07/2023;27.000;BR-116/SP
RIOSP;20/07/2023;34.800;BR-116/SP
RIOSP;20/07/2023;86.900;BR-116/SP
RIOSP;20/07/2023;89.200;BR-116/SP
RIOSP;20/07/2023;100.500;BR-116/SP
RIOSP;20/07/2023;105.000;BR-116/SP
RIOSP;20/07/2023;106.700;BR-116/SP
RIOSP;20/07/2023;115.400;BR-116/SP
RIOSP;20/07/2023;146.000;BR-116/SP
RIOSP;20/07/2023;154.500;BR-116/SP
RIOSP;20/07/2023;166.600;BR-116/SP
RIOSP;20/07/2023;186.200;BR-116/SP
RIOSP;20/07/2023;193.800;BR-116/SP
RIOSP;20/07/2023;216.000;BR-116/SP
RIOSP;20/07/2023;219.000;BR-116/SP
RIOSP;20/07/2023;223.550;BR-116/SP
RIOSP;20/07/2023;223.800;BR-116/SP
RIOSP;20/07/2023;229.100;BR-116/RJ
RIOSP;20/07/2023;230.800;BR-116/SP
RIOSP;20/07/2023;230.900;BR-116/SP
RIOSP;20/07/2023;232.000;BR-116/RJ
RIOSP;20/07/2023;232.300;BR-116/RJ
RIOSP;20/07/2023;275.000;BR-116/RJ
RIOSP;20/07/2023;306.000;BR-116/RJ
RIOSP;20/07/2023;307.800;BR-116/RJ
RIOSP;20/07/2023;326.300;BR-116/RJ
RIOSP;20/07/2023;415.200;BR-101/RJ
RIOSP;20/07/2023;440.000;BR-101/RJ
RIOSP;20/07/2023;572.000;BR-101/RJ
RIOSP;21/07/2023;5.300;BR-116/SP
RIOSP;21/07/2023;50.500;BR-101/SP
RIOSP;21/07/2023;105.000;BR-116/SP
RIOSP;21/07/2023;112.700;BR-116/SP
RIOSP;21/07/2023;116.000;BR-116/SP
RIOSP;21/07/2023;116.400;BR-116/SP
RIOSP;21/07/2023;142.000;BR-116/SP
RIOSP;21/07/2023;145.000;BR-116/SP
RIOSP;21/07/2023;148.000;BR-116/SP
RIOSP;21/07/2023;156.700;BR-116/SP
RIOSP;21/07/2023;157.800;BR-116/SP
RIOSP;21/07/2023;213.500;BR-116/SP
RIOSP;21/07/2023;216.400;BR-116/SP
RIOSP;21/07/2023;218.500;BR-116/SP
RIOSP;21/07/2023;219.000;BR-116/SP
RIOSP;21/07/2023;219.300;BR-116/SP
RIOSP;21/07/2023;221.400;BR-116/SP
RIOSP;21/07/2023;229.000;BR-116/SP
RIOSP;21/07/2023;230.000;BR-116/SP
RIOSP;21/07/2023;257.000;BR-116/RJ
RIOSP;21/07/2023;280.000;BR-116/RJ
RIOSP;21/07/2023;281.600;BR-116/RJ
RIOSP;21/07/2023;332.000;BR-116/RJ
RIOSP;21/07/2023;483.000;BR-101/RJ
RIOSP;21/07/2023;508.000;BR-101/RJ
RIOSP;22/07/2023;47.000;BR-116/SP
RIOSP;22/07/2023;69.800;BR-116/SP
RIOSP;22/07/2023;106.700;BR-116/SP
RIOSP;22/07/2023;116.000;BR-116/SP
RIOSP;22/07/2023;137.600;BR-116/SP
RIOSP;22/07/2023;147.300;BR-116/SP
RIOSP;22/07/2023;154.000;BR-116/SP
RIOSP;22/07/2023;155.200;BR-116/SP
RIOSP;22/07/2023;158.900;BR-116/SP
RIOSP;22/07/2023;201.000;BR-116/SP
RIOSP;22/07/2023;221.700;BR-116/SP
RIOSP;22/07/2023;228.000;BR-116/RJ
RIOSP;22/07/2023;230.200;BR-116/SP
RIOSP;22/07/2023;275.950;BR-116/RJ
RIOSP;22/07/2023;289.500;BR-116/RJ
RIOSP;22/07/2023;317.500;BR-116/RJ
RIOSP;22/07/2023;463.000;BR-101/RJ
RIOSP;22/07/2023;490.000;BR-101/RJ
RIOSP;22/07/2023;542.000;BR-101/RJ
RIOSP;23/07/2023;51.000;BR-101/SP
RIOSP;23/07/2023;71.000;BR-116/SP
RIOSP;23/07/2023;72.400;BR-116/SP
RIOSP;23/07/2023;76.800;BR-116/SP
RIOSP;23/07/2023;95.300;BR-116/SP
RIOSP;23/07/2023;115.300;BR-116/SP
RIOSP;23/07/2023;121.900;BR-116/SP
RIOSP;23/07/2023;139.700;BR-116/SP
RIOSP;23/07/2023;139.700;BR-116/SP
RIOSP;23/07/2023;140.500;BR-116/SP
RIOSP;23/07/2023;140.800;BR-116/SP
RIOSP;23/07/2023;142.600;BR-116/SP
RIOSP;23/07/2023;155.700;BR-116/SP
RIOSP;23/07/2023;170.300;BR-116/SP
RIOSP;23/07/2023;182.000;BR-116/SP
RIOSP;23/07/2023;186.800;BR-116/SP
RIOSP;23/07/2023;201.000;BR-116/SP
RIOSP;23/07/2023;204.700;BR-116/SP
RIOSP;23/07/2023;205.400;BR-116/SP
RIOSP;23/07/2023;205.600;BR-116/SP
RIOSP;23/07/2023;210.800;BR-116/SP
RIOSP;23/07/2023;217.500;BR-116/SP
RIOSP;23/07/2023;220.600;BR-116/RJ
RIOSP;23/07/2023;224.700;BR-116/SP
RIOSP;23/07/2023;225.000;BR-116/SP
RIOSP;23/07/2023;229.810;BR-116/SP
RIOSP;23/07/2023;263.000;BR-116/RJ
RIOSP;23/07/2023;270.000;BR-116/RJ
RIOSP;23/07/2023;274.200;BR-116/RJ
RIOSP;23/07/2023;281.100;BR-116/RJ
RIOSP;23/07/2023;281.700;BR-116/RJ
RIOSP;23/07/2023;288.600;BR-116/RJ
RIOSP;23/07/2023;407.200;BR-101/RJ
RIOSP;23/07/2023;481.000;BR-101/RJ
RIOSP;23/07/2023;485.000;BR-101/RJ
RIOSP;23/07/2023;486.500;BR-101/RJ
RIOSP;23/07/2023;503.200;BR-101/RJ
RIOSP;24/07/2023;24.400;BR-101/SP
RIOSP;24/07/2023;25.500;BR-116/SP
RIOSP;24/07/2023;38.000;BR-116/SP
RIOSP;24/07/2023;106.900;BR-116/SP
RIOSP;24/07/2023;160.000;BR-116/SP
RIOSP;24/07/2023;160.700;BR-116/SP
RIOSP;24/07/2023;199.000;BR-116/SP
RIOSP;24/07/2023;206.800;BR-116/SP
RIOSP;24/07/2023;214.000;BR-116/SP
RIOSP;24/07/2023;217.500;BR-116/SP
RIOSP;24/07/2023;219.200;BR-116/SP
RIOSP;24/07/2023;222.500;BR-116/SP
RIOSP;24/07/2023;228.800;BR-116/SP
RIOSP;24/07/2023;270.300;BR-116/RJ
RIOSP;24/07/2023;314.000;BR-116/RJ
RIOSP;24/07/2023;328.350;BR-116/RJ
RIOSP;24/07/2023;385.000;BR-101/RJ
RIOSP;24/07/2023;581.200;BR-101/RJ
RIOSP;25/07/2023;6.100;BR-116/SP
RIOSP;25/07/2023;78.000;BR-116/SP
RIOSP;25/07/2023;101.600;BR-116/SP
RIOSP;25/07/2023;113.100;BR-116/SP
RIOSP;25/07/2023;117.700;BR-116/SP
RIOSP;25/07/2023;129.550;BR-116/SP
RIOSP;25/07/2023;191.600;BR-116/SP
RIOSP;25/07/2023;197.000;BR-116/SP
RIOSP;25/07/2023;205.000;BR-116/SP
RIOSP;25/07/2023;215.000;BR-116/SP
RIOSP;25/07/2023;220.000;BR-116/SP
RIOSP;25/07/2023;222.800;BR-116/SP
RIOSP;25/07/2023;223.300;BR-116/SP
RIOSP;25/07/2023;229.800;BR-116/SP
RIOSP;25/07/2023;230.800;BR-116/SP
RIOSP;25/07/2023;391.800;BR-101/RJ
RIOSP;25/07/2023;486.000;BR-101/RJ
RIOSP;25/07/2023;504.000;BR-101/RJ
RIOSP;25/07/2023;515.200;BR-101/RJ
RIOSP;25/07/2023;532.000;BR-101/RJ
RIOSP;25/07/2023;575.000;BR-101/RJ
RIOSP;26/07/2023;39.000;BR-116/SP
RIOSP;26/07/2023;145.000;BR-116/SP
RIOSP;26/07/2023;146.700;BR-116/SP
RIOSP;26/07/2023;155.000;BR-116/SP
RIOSP;26/07/2023;192.700;BR-116/SP
RIOSP;26/07/2023;199.000;BR-116/SP
RIOSP;26/07/2023;209.800;BR-116/SP
RIOSP;26/07/2023;210.200;BR-116/SP
RIOSP;26/07/2023;219.000;BR-116/SP
RIOSP;26/07/2023;223.600;BR-116/SP
RIOSP;26/07/2023;226.000;BR-116/SP
RIOSP;26/07/2023;227.100;BR-116/SP
RIOSP;26/07/2023;228.000;BR-116/SP
RIOSP;26/07/2023;229.000;BR-116/SP
RIOSP;26/07/2023;230.000;BR-116/SP
RIOSP;26/07/2023;230.100;BR-116/SP
RIOSP;26/07/2023;300.500;BR-116/RJ
RIOSP;26/07/2023;301.800;BR-116/RJ
RIOSP;26/07/2023;313.000;BR-116/RJ
RIOSP;26/07/2023;382.800;BR-101/RJ
RIOSP;26/07/2023;404.500;BR-101/RJ
RIOSP;26/07/2023;443.000;BR-101/RJ
RIOSP;26/07/2023;544.000;BR-101/RJ
RIOSP;27/07/2023;46.000;BR-101/SP
RIOSP;27/07/2023;48.300;BR-116/SP
RIOSP;27/07/2023;49.100;BR-116/SP
RIOSP;27/07/2023;75.000;BR-116/SP
RIOSP;27/07/2023;95.100;BR-116/SP
RIOSP;27/07/2023;107.100;BR-116/SP
RIOSP;27/07/2023;115.800;BR-116/SP
RIOSP;27/07/2023;116.000;BR-116/SP
RIOSP;27/07/2023;117.000;BR-116/SP
RIOSP;27/07/2023;207.700;BR-116/SP
RIOSP;27/07/2023;210.000;BR-116/SP
RIOSP;27/07/2023;211.000;BR-116/SP
RIOSP;27/07/2023;213.500;BR-116/SP
RIOSP;27/07/2023;213.800;BR-116/SP
RIOSP;27/07/2023;213.800;BR-116/SP
RIOSP;27/07/2023;217.250;BR-116/SP
RIOSP;27/07/2023;220.300;BR-116/SP
RIOSP;27/07/2023;313.450;BR-116/RJ
RIOSP;27/07/2023;473.000;BR-101/RJ
RIOSP;27/07/2023;492.000;BR-101/RJ
RIOSP;28/07/2023;10.900;BR-116/SP
RIOSP;28/07/2023;49.600;BR-116/SP
RIOSP;28/07/2023;53.700;BR-116/SP
RIOSP;28/07/2023;71.600;BR-116/SP
RIOSP;28/07/2023;74.100;BR-116/SP
RIOSP;28/07/2023;105.950;BR-116/SP
RIOSP;28/07/2023;136.800;BR-116/SP
RIOSP;28/07/2023;145.700;BR-116/SP
RIOSP;28/07/2023;153.400;BR-116/SP
RIOSP;28/07/2023;155.500;BR-116/SP
RIOSP;28/07/2023;159.400;BR-116/SP
RIOSP;28/07/2023;218.800;BR-116/SP
RIOSP;28/07/2023;219.000;BR-116/SP
RIOSP;28/07/2023;222.400;BR-116/SP
RIOSP;28/07/2023;225.500;BR-116/SP
RIOSP;28/07/2023;226.300;BR-116/RJ
RIOSP;28/07/2023;227.700;BR-116/SP
RIOSP;28/07/2023;227.800;BR-116/SP
RIOSP;28/07/2023;228.200;BR-116/SP
RIOSP;28/07/2023;229.300;BR-116/SP
RIOSP;28/07/2023;278.800;BR-116/RJ
RIOSP;28/07/2023;285.800;BR-116/RJ
RIOSP;28/07/2023;312.000;BR-116/RJ
RIOSP;28/07/2023;388.200;BR-101/RJ
RIOSP;28/07/2023;413.500;BR-101/RJ
RIOSP;28/07/2023;428.000;BR-101/RJ
RIOSP;28/07/2023;500.000;BR-101/RJ
RIOSP;28/07/2023;511.200;BR-101/RJ
RIOSP;28/07/2023;517.000;BR-101/RJ
RIOSP;29/07/2023;3.000;BR-101/SP
RIOSP;29/07/2023;34.000;BR-116/SP
RIOSP;29/07/2023;38.000;BR-116/SP
RIOSP;29/07/2023;107.500;BR-116/SP
RIOSP;29/07/2023;135.000;BR-116/SP
RIOSP;29/07/2023;150.830;BR-116/SP
RIOSP;29/07/2023;152.900;BR-116/SP
RIOSP;29/07/2023;203.000;BR-116/SP
RIOSP;29/07/2023;204.500;BR-116/SP
RIOSP;29/07/2023;212.000;BR-116/SP
RIOSP;29/07/2023;213.000;BR-116/SP
RIOSP;29/07/2023;218.700;BR-116/SP
RIOSP;29/07/2023;225.000;BR-116/SP
RIOSP;29/07/2023;226.000;BR-116/RJ
RIOSP;29/07/2023;228.100;BR-116/SP
RIOSP;29/07/2023;230.900;BR-116/RJ
RIOSP;29/07/2023;232.400;BR-116/RJ
RIOSP;29/07/2023;232.900;BR-116/RJ
RIOSP;29/07/2023;233.100;BR-116/RJ
RIOSP;29/07/2023;236.000;BR-116/RJ
RIOSP;29/07/2023;246.000;BR-116/RJ
RIOSP;29/07/2023;254.000;BR-116/RJ
RIOSP;29/07/2023;401.000;BR-101/RJ
RIOSP;29/07/2023;429.000;BR-101/RJ
RIOSP;29/07/2023;429.000;BR-101/RJ
RIOSP;29/07/2023;430.000;BR-101/RJ
RIOSP;29/07/2023;435.000;BR-101/RJ
RIOSP;29/07/2023;459.000;BR-101/RJ
RIOSP;29/07/2023;482.000;BR-101/RJ
RIOSP;29/07/2023;486.000;BR-101/RJ
RIOSP;29/07/2023;491.000;BR-101/RJ
RIOSP;29/07/2023;491.100;BR-101/RJ
RIOSP;29/07/2023;518.000;BR-101/RJ
RIOSP;29/07/2023;522.200;BR-101/RJ
RIOSP;29/07/2023;546.400;BR-101/RJ
RIOSP;29/07/2023;555.000;BR-101/RJ
RIOSP;30/07/2023;15.600;BR-116/SP
RIOSP;30/07/2023;61.500;BR-116/SP
RIOSP;30/07/2023;65.000;BR-116/SP
RIOSP;30/07/2023;72.000;BR-116/SP
RIOSP;30/07/2023;106.100;BR-116/SP
RIOSP;30/07/2023;119.100;BR-116/SP
RIOSP;30/07/2023;132.800;BR-116/SP
RIOSP;30/07/2023;132.900;BR-116/SP
RIOSP;30/07/2023;142.100;BR-116/SP
RIOSP;30/07/2023;155.300;BR-116/SP
RIOSP;30/07/2023;165.200;BR-116/SP
RIOSP;30/07/2023;169.300;BR-116/SP
RIOSP;30/07/2023;217.800;BR-116/SP
RIOSP;30/07/2023;221.500;BR-116/SP
RIOSP;30/07/2023;222.000;BR-116/SP
RIOSP;30/07/2023;225.900;BR-116/SP
RIOSP;30/07/2023;232.300;BR-116/RJ
RIOSP;30/07/2023;281.000;BR-116/RJ
RIOSP;30/07/2023;301.900;BR-116/RJ
RIOSP;30/07/2023;320.000;BR-116/RJ
RIOSP;30/07/2023;387.000;BR-101/RJ
RIOSP;30/07/2023;395.000;BR-101/RJ
RIOSP;30/07/2023;485.000;BR-101/RJ
RIOSP;30/07/2023;489.000;BR-101/RJ
RIOSP;30/07/2023;494.000;BR-101/RJ
RIOSP;30/07/2023;504.000;BR-101/RJ
RIOSP;30/07/2023;522.300;BR-101/RJ
RIOSP;30/07/2023;551.500;BR-101/RJ
RIOSP;31/07/2023;68.000;BR-116/SP
RIOSP;31/07/2023;97.700;BR-116/SP
RIOSP;31/07/2023;171.000;BR-116/SP
RIOSP;31/07/2023;205.200;BR-116/SP
RIOSP;31/07/2023;206.100;BR-116/SP
RIOSP;31/07/2023;210.000;BR-116/SP
RIOSP;31/07/2023;220.300;BR-116/SP
RIOSP;31/07/2023;229.200;BR-116/SP
RIOSP;31/07/2023;229.900;BR-116/SP
RIOSP;31/07/2023;272.000;BR-116/RJ
RIOSP;31/07/2023;506.000;BR-101/RJ
RIOSP;31/07/2023;506.000;BR-101/RJ
RIOSP;31/07/2023;516.000;BR-101/RJ
RIOSP;31/07/2023;550.000;BR-101/RJ
RIOSP;31/07/2023;553.000;BR-101/RJ
RIOSP;01/08/2023;34.000;BR-116/SP
RIOSP;01/08/2023;43.500;BR-101/SP
RIOSP;01/08/2023;58.000;BR-116/SP
RIOSP;01/08/2023;111.700;BR-116/SP
RIOSP;01/08/2023;117.650;BR-116/SP
RIOSP;01/08/2023;134.000;BR-116/SP
RIOSP;01/08/2023;138.350;BR-116/SP
RIOSP;01/08/2023;146.200;BR-116/SP
RIOSP;01/08/2023;160.600;BR-116/SP
RIOSP;01/08/2023;216.900;BR-116/SP
RIOSP;01/08/2023;229.800;BR-116/SP
RIOSP;01/08/2023;257.900;BR-116/RJ
RIOSP;01/08/2023;269.400;BR-116/RJ
RIOSP;01/08/2023;324.900;BR-116/RJ
RIOSP;01/08/2023;386.000;BR-101/RJ
RIOSP;01/08/2023;425.000;BR-101/RJ
RIOSP;01/08/2023;429.000;BR-101/RJ
