Concessionaria;Data;Km;Trecho
RIOSP;01/03/2022;6.500;BR-116/SP
RIOSP;01/03/2022;15.500;BR-116/SP
RIOSP;01/03/2022;15.800;BR-116/SP
RIOSP;01/03/2022;101.000;BR-116/SP
RIOSP;01/03/2022;101.000;BR-116/SP
RIOSP;01/03/2022;155.700;BR-116/SP
RIOSP;01/03/2022;166.200;BR-116/RJ
RIOSP;01/03/2022;178.600;BR-116/RJ
RIOSP;01/03/2022;181.200;BR-116/RJ
RIOSP;01/03/2022;182.300;BR-116/SP
RIOSP;01/03/2022;204.500;BR-116/SP
RIOSP;01/03/2022;205.490;BR-116/RJ
RIOSP;01/03/2022;266.400;BR-116/RJ
RIOSP;01/03/2022;290.300;BR-116/RJ
RIOSP;01/03/2022;293.000;BR-116/RJ
RIOSP;01/03/2022;318.900;BR-116/RJ
RIOSP;02/03/2022;13.900;BR-116/SP
RIOSP;02/03/2022;90.000;BR-116/SP
RIOSP;02/03/2022;99.000;BR-116/SP
RIOSP;02/03/2022;146.000;BR-116/SP
RIOSP;02/03/2022;148.100;BR-116/SP
RIOSP;02/03/2022;166.800;BR-116/SP
RIOSP;02/03/2022;170.000;BR-116/RJ
RIOSP;02/03/2022;175.000;BR-116/RJ
RIOSP;02/03/2022;179.600;BR-116/RJ
RIOSP;02/03/2022;182.300;BR-116/RJ
RIOSP;02/03/2022;209.000;BR-116/SP
RIOSP;02/03/2022;209.800;BR-116/SP
RIOSP;02/03/2022;209.800;BR-116/SP
RIOSP;02/03/2022;211.300;BR-116/SP
RIOSP;02/03/2022;216.800;BR-116/SP
RIOSP;02/03/2022;221.700;BR-116/SP
RIOSP;02/03/2022;228.800;BR-116/SP
RIOSP;02/03/2022;229.700;BR-116/SP
RIOSP;02/03/2022;230.500;BR-116/SP
RIOSP;02/03/2022;272.000;BR-116/RJ
RIOSP;03/03/2022;69.000;BR-116/SP
RIOSP;03/03/2022;98.800;BR-116/SP
RIOSP;03/03/2022;108.500;BR-116/SP
RIOSP;03/03/2022;155.500;BR-116/SP
RIOSP;03/03/2022;167.100;BR-116/SP
RIOSP;03/03/2022;175.200;BR-116/RJ
RIOSP;03/03/2022;181.100;BR-116/RJ
RIOSP;03/03/2022;188.100;BR-116/SP
RIOSP;03/03/2022;210.200;BR-116/SP
RIOSP;03/03/2022;219.000;BR-116/SP
RIOSP;03/03/2022;226.100;BR-116/SP
RIOSP;03/03/2022;230.600;BR-116/SP
RIOSP;03/03/2022;273.300;BR-116/RJ
RIOSP;04/03/2022;18.240;BR-116/SP
RIOSP;04/03/2022;129.800;BR-116/SP
RIOSP;04/03/2022;133.800;BR-116/SP
RIOSP;04/03/2022;139.900;BR-116/SP
RIOSP;04/03/2022;145.000;BR-116/SP
RIOSP;04/03/2022;146.600;BR-116/SP
RIOSP;04/03/2022;146.800;BR-116/SP
RIOSP;04/03/2022;156.250;BR-116/SP
RIOSP;04/03/2022;162.000;BR-116/SP
RIOSP;04/03/2022;174.700;BR-116/RJ
RIOSP;04/03/2022;181.000;BR-116/SP
RIOSP;04/03/2022;197.000;BR-116/RJ
RIOSP;04/03/2022;210.000;BR-116/SP
RIOSP;04/03/2022;212.200;BR-116/SP
RIOSP;04/03/2022;229.900;BR-116/SP
RIOSP;04/03/2022;230.000;BR-116/RJ
RIOSP;04/03/2022;248.300;BR-116/RJ
RIOSP;04/03/2022;286.300;BR-116/RJ
RIOSP;05/03/2022;64.900;BR-116/SP
RIOSP;05/03/2022;86.950;BR-116/SP
RIOSP;05/03/2022;126.000;BR-116/SP
RIOSP;05/03/2022;133.300;BR-116/SP
RIOSP;05/03/2022;134.100;BR-116/SP
RIOSP;05/03/2022;159.600;BR-116/SP
RIOSP;05/03/2022;169.500;BR-116/RJ
RIOSP;05/03/2022;188.100;BR-116/RJ
RIOSP;05/03/2022;190.000;BR-116/RJ
RIOSP;05/03/2022;205.300;BR-116/RJ
RIOSP;05/03/2022;205.750;BR-116/SP
RIOSP;05/03/2022;213.700;BR-116/SP
RIOSP;05/03/2022;214.900;BR-116/SP
RIOSP;05/03/2022;226.000;BR-116/SP
RIOSP;05/03/2022;230.600;BR-116/SP
RIOSP;05/03/2022;314.300;BR-116/RJ
RIOSP;05/03/2022;314.300;BR-116/RJ
RIOSP;05/03/2022;316.000;BR-116/RJ
RIOSP;06/03/2022;37.600;BR-116/SP
RIOSP;06/03/2022;38.000;BR-116/SP
RIOSP;06/03/2022;110.950;BR-116/SP
RIOSP;06/03/2022;127.000;BR-116/SP
RIOSP;06/03/2022;129.300;BR-116/SP
RIOSP;06/03/2022;148.290;BR-116/SP
RIOSP;06/03/2022;174.700;BR-116/RJ
RIOSP;06/03/2022;197.600;BR-116/SP
RIOSP;06/03/2022;199.000;BR-116/SP
RIOSP;06/03/2022;214.600;BR-116/SP
RIOSP;06/03/2022;215.600;BR-116/SP
RIOSP;06/03/2022;215.600;BR-116/SP
RIOSP;06/03/2022;226.000;BR-116/RJ
RIOSP;06/03/2022;230.600;BR-116/SP
RIOSP;06/03/2022;290.000;BR-116/RJ
RIOSP;06/03/2022;299.700;BR-116/RJ
RIOSP;06/03/2022;306.700;BR-116/RJ
RIOSP;07/03/2022;68.460;BR-116/SP
RIOSP;07/03/2022;136.200;BR-116/SP
RIOSP;07/03/2022;140.300;BR-116/SP
RIOSP;07/03/2022;149.200;BR-116/SP
RIOSP;07/03/2022;163.600;BR-116/RJ
RIOSP;07/03/2022;165.500;BR-116/SP
RIOSP;07/03/2022;167.000;BR-116/RJ
RIOSP;07/03/2022;173.500;BR-116/RJ
RIOSP;07/03/2022;174.800;BR-116/RJ
RIOSP;07/03/2022;176.150;BR-116/RJ
RIOSP;07/03/2022;197.100;BR-116/SP
RIOSP;07/03/2022;209.800;BR-116/SP
RIOSP;07/03/2022;213.500;BR-116/RJ
RIOSP;07/03/2022;213.500;BR-116/RJ
RIOSP;07/03/2022;219.700;BR-116/SP
RIOSP;07/03/2022;226.250;BR-116/RJ
RIOSP;07/03/2022;229.200;BR-116/SP
RIOSP;07/03/2022;266.000;BR-116/RJ
RIOSP;07/03/2022;318.900;BR-116/RJ
RIOSP;08/03/2022;100.100;BR-116/SP
RIOSP;08/03/2022;100.100;BR-116/SP
RIOSP;08/03/2022;101.900;BR-116/SP
RIOSP;08/03/2022;105.800;BR-116/SP
RIOSP;08/03/2022;122.750;BR-116/SP
RIOSP;08/03/2022;123.550;BR-116/SP
RIOSP;08/03/2022;152.750;BR-116/SP
RIOSP;08/03/2022;167.000;BR-116/RJ
RIOSP;08/03/2022;167.000;BR-116/RJ
RIOSP;08/03/2022;171.500;BR-116/RJ
RIOSP;08/03/2022;173.700;BR-116/RJ
RIOSP;08/03/2022;211.000;BR-116/SP
RIOSP;08/03/2022;211.900;BR-116/SP
RIOSP;08/03/2022;220.000;BR-116/RJ
RIOSP;08/03/2022;227.100;BR-116/SP
RIOSP;08/03/2022;230.000;BR-116/SP
RIOSP;08/03/2022;241.300;BR-116/RJ
RIOSP;08/03/2022;268.000;BR-116/RJ
RIOSP;08/03/2022;284.400;BR-116/RJ
RIOSP;08/03/2022;310.500;BR-116/RJ
RIOSP;08/03/2022;321.600;BR-116/RJ
RIOSP;09/03/2022;0.800;BR-116/SP
RIOSP;09/03/2022;43.150;BR-116/SP
RIOSP;09/03/2022;63.200;BR-116/SP
RIOSP;09/03/2022;127.900;BR-116/SP
RIOSP;09/03/2022;138.900;BR-116/SP
RIOSP;09/03/2022;145.700;BR-116/SP
RIOSP;09/03/2022;170.900;BR-116/RJ
RIOSP;09/03/2022;174.600;BR-116/RJ
RIOSP;09/03/2022;175.700;BR-116/RJ
RIOSP;09/03/2022;204.500;BR-116/SP
RIOSP;09/03/2022;210.400;BR-116/SP
RIOSP;09/03/2022;212.900;BR-116/SP
RIOSP;09/03/2022;239.450;BR-116/RJ
RIOSP;09/03/2022;259.000;BR-116/RJ
RIOSP;09/03/2022;287.650;BR-116/RJ
RIOSP;10/03/2022;125.300;BR-116/SP
RIOSP;10/03/2022;155.000;BR-116/SP
RIOSP;10/03/2022;155.000;BR-116/SP
RIOSP;10/03/2022;161.300;BR-116/SP
RIOSP;10/03/2022;166.000;BR-116/RJ
RIOSP;10/03/2022;170.700;BR-116/RJ
RIOSP;10/03/2022;173.000;BR-116/RJ
RIOSP;10/03/2022;175.500;BR-116/RJ
RIOSP;10/03/2022;175.750;BR-116/SP
RIOSP;10/03/2022;219.600;BR-116/SP
RIOSP;10/03/2022;223.000;BR-116/SP
RIOSP;10/03/2022;226.000;BR-116/SP
RIOSP;10/03/2022;228.800;BR-116/SP
RIOSP;10/03/2022;279.680;BR-116/RJ
RIOSP;11/03/2022;37.000;BR-116/SP
RIOSP;11/03/2022;37.800;BR-116/SP
RIOSP;11/03/2022;102.900;BR-116/SP
RIOSP;11/03/2022;138.400;BR-116/SP
RIOSP;11/03/2022;142.300;BR-116/SP
RIOSP;11/03/2022;152.350;BR-116/SP
RIOSP;11/03/2022;154.000;BR-116/SP
RIOSP;11/03/2022;170.400;BR-116/RJ
RIOSP;11/03/2022;176.700;BR-116/RJ
RIOSP;11/03/2022;209.000;BR-116/SP
RIOSP;11/03/2022;212.800;BR-116/SP
RIOSP;11/03/2022;214.500;BR-116/SP
RIOSP;11/03/2022;216.300;BR-116/SP
RIOSP;11/03/2022;216.900;BR-116/SP
RIOSP;11/03/2022;220.300;BR-116/RJ
RIOSP;11/03/2022;221.000;BR-116/SP
RIOSP;11/03/2022;265.300;BR-116/RJ
RIOSP;11/03/2022;279.400;BR-116/RJ
RIOSP;11/03/2022;288.700;BR-116/RJ
RIOSP;11/03/2022;294.500;BR-116/RJ
RIOSP;12/03/2022;28.600;BR-116/SP
RIOSP;12/03/2022;84.200;BR-116/SP
RIOSP;12/03/2022;86.800;BR-116/SP
RIOSP;12/03/2022;132.850;BR-116/SP
RIOSP;12/03/2022;165.000;BR-116/RJ
RIOSP;12/03/2022;167.000;BR-116/RJ
RIOSP;12/03/2022;174.600;BR-116/RJ
RIOSP;12/03/2022;178.000;BR-116/RJ
RIOSP;12/03/2022;181.750;BR-116/RJ
RIOSP;12/03/2022;185.600;BR-116/RJ
RIOSP;12/03/2022;214.200;BR-116/SP
RIOSP;12/03/2022;222.000;BR-116/SP
RIOSP;12/03/2022;242.580;BR-116/RJ
RIOSP;12/03/2022;247.000;BR-116/RJ
RIOSP;12/03/2022;247.000;BR-116/RJ
RIOSP;12/03/2022;262.740;BR-116/RJ
RIOSP;12/03/2022;301.700;BR-116/RJ
RIOSP;13/03/2022;23.500;BR-116/SP
RIOSP;13/03/2022;34.700;BR-116/SP
RIOSP;13/03/2022;50.400;BR-116/SP
RIOSP;13/03/2022;53.700;BR-116/SP
RIOSP;13/03/2022;156.875;BR-116/SP
RIOSP;13/03/2022;163.450;BR-116/RJ
RIOSP;13/03/2022;180.600;BR-116/RJ
RIOSP;13/03/2022;204.600;BR-116/SP
RIOSP;13/03/2022;278.300;BR-116/RJ
RIOSP;13/03/2022;301.400;BR-116/RJ
RIOSP;13/03/2022;316.000;BR-116/RJ
RIOSP;13/03/2022;328.780;BR-116/RJ
RIOSP;14/03/2022;35.000;BR-116/SP
RIOSP;14/03/2022;61.200;BR-116/SP
RIOSP;14/03/2022;113.000;BR-116/SP
RIOSP;14/03/2022;124.300;BR-116/SP
RIOSP;14/03/2022;168.000;BR-116/RJ
RIOSP;14/03/2022;175.400;BR-116/RJ
RIOSP;14/03/2022;180.800;BR-116/SP
RIOSP;14/03/2022;184.900;BR-116/RJ
RIOSP;14/03/2022;204.500;BR-116/SP
RIOSP;14/03/2022;218.900;BR-116/SP
RIOSP;14/03/2022;231.000;BR-116/SP
RIOSP;14/03/2022;276.000;BR-116/RJ
RIOSP;14/03/2022;290.500;BR-116/RJ
RIOSP;14/03/2022;303.700;BR-116/RJ
RIOSP;14/03/2022;315.100;BR-116/RJ
RIOSP;14/03/2022;323.500;BR-116/RJ
RIOSP;15/03/2022;51.300;BR-116/SP
RIOSP;15/03/2022;54.500;BR-116/SP
RIOSP;15/03/2022;58.800;BR-116/SP
RIOSP;15/03/2022;81.000;BR-116/SP
RIOSP;15/03/2022;81.100;BR-116/SP
RIOSP;15/03/2022;89.000;BR-116/SP
RIOSP;15/03/2022;99.000;BR-116/SP
RIOSP;15/03/2022;122.000;BR-116/SP
RIOSP;15/03/2022;156.200;BR-116/SP
RIOSP;15/03/2022;177.100;BR-116/RJ
RIOSP;15/03/2022;179.700;BR-116/RJ
RIOSP;15/03/2022;182.000;BR-116/SP
RIOSP;15/03/2022;184.500;BR-116/SP
RIOSP;15/03/2022;197.600;BR-116/SP
RIOSP;15/03/2022;197.800;BR-116/RJ
RIOSP;15/03/2022;198.800;BR-116/SP
RIOSP;15/03/2022;205.000;BR-116/SP
RIOSP;15/03/2022;212.500;BR-116/SP
RIOSP;15/03/2022;212.500;BR-116/SP
RIOSP;15/03/2022;214.000;BR-116/SP
RIOSP;15/03/2022;229.000;BR-116/RJ
RIOSP;15/03/2022;230.600;BR-116/RJ
RIOSP;15/03/2022;258.600;BR-116/RJ
RIOSP;15/03/2022;275.100;BR-116/RJ
RIOSP;15/03/2022;279.100;BR-116/RJ
RIOSP;15/03/2022;286.200;BR-116/RJ
RIOSP;16/03/2022;61.900;BR-116/SP
RIOSP;16/03/2022;71.380;BR-116/SP
RIOSP;16/03/2022;108.950;BR-116/SP
RIOSP;16/03/2022;125.500;BR-116/SP
RIOSP;16/03/2022;158.000;BR-116/SP
RIOSP;16/03/2022;165.200;BR-116/SP
RIOSP;16/03/2022;165.700;BR-116/RJ
RIOSP;16/03/2022;168.300;BR-116/SP
RIOSP;16/03/2022;174.000;BR-116/RJ
RIOSP;16/03/2022;179.400;BR-116/RJ
RIOSP;16/03/2022;187.400;BR-116/RJ
RIOSP;16/03/2022;192.000;BR-116/SP
RIOSP;16/03/2022;207.000;BR-116/RJ
RIOSP;16/03/2022;217.100;BR-116/SP
RIOSP;16/03/2022;227.700;BR-116/SP
RIOSP;16/03/2022;229.500;BR-116/SP
RIOSP;16/03/2022;278.000;BR-116/RJ
RIOSP;17/03/2022;58.000;BR-116/SP
RIOSP;17/03/2022;70.150;BR-116/SP
RIOSP;17/03/2022;105.900;BR-116/SP
RIOSP;17/03/2022;108.000;BR-116/SP
RIOSP;17/03/2022;137.800;BR-116/SP
RIOSP;17/03/2022;178.200;BR-116/RJ
RIOSP;17/03/2022;198.000;BR-116/SP
RIOSP;17/03/2022;213.200;BR-116/SP
RIOSP;17/03/2022;216.900;BR-116/RJ
RIOSP;17/03/2022;225.000;BR-116/RJ
RIOSP;17/03/2022;225.200;BR-116/SP
RIOSP;17/03/2022;225.300;BR-116/SP
RIOSP;17/03/2022;225.800;BR-116/RJ
RIOSP;17/03/2022;228.500;BR-116/SP
RIOSP;17/03/2022;229.800;BR-116/SP
RIOSP;17/03/2022;240.400;BR-116/RJ
RIOSP;18/03/2022;86.850;BR-116/SP
RIOSP;18/03/2022;109.650;BR-116/SP
RIOSP;18/03/2022;140.000;BR-116/SP
RIOSP;18/03/2022;164.000;BR-116/RJ
RIOSP;18/03/2022;169.240;BR-116/RJ
RIOSP;18/03/2022;179.700;BR-116/RJ
RIOSP;18/03/2022;213.000;BR-116/SP
RIOSP;18/03/2022;216.500;BR-116/SP
RIOSP;18/03/2022;219.100;BR-116/SP
RIOSP;18/03/2022;221.400;BR-116/SP
RIOSP;18/03/2022;223.300;BR-116/RJ
RIOSP;18/03/2022;298.200;BR-116/RJ
RIOSP;18/03/2022;305.000;BR-116/RJ
RIOSP;18/03/2022;318.900;BR-116/RJ
RIOSP;19/03/2022;86.900;BR-116/SP
RIOSP;19/03/2022;129.400;BR-116/SP
RIOSP;19/03/2022;132.100;BR-116/SP
RIOSP;19/03/2022;158.000;BR-116/SP
RIOSP;19/03/2022;168.500;BR-116/RJ
RIOSP;19/03/2022;176.200;BR-116/RJ
RIOSP;19/03/2022;177.800;BR-116/RJ
RIOSP;19/03/2022;180.800;BR-116/SP
RIOSP;19/03/2022;192.500;BR-116/RJ
RIOSP;19/03/2022;196.800;BR-116/SP
RIOSP;19/03/2022;204.800;BR-116/SP
RIOSP;19/03/2022;213.100;BR-116/SP
RIOSP;19/03/2022;217.000;BR-116/SP
RIOSP;19/03/2022;218.900;BR-116/SP
RIOSP;19/03/2022;219.000;BR-116/SP
RIOSP;19/03/2022;235.400;BR-116/RJ
RIOSP;19/03/2022;271.700;BR-116/RJ
RIOSP;19/03/2022;280.000;BR-116/RJ
RIOSP;19/03/2022;294.450;BR-116/RJ
RIOSP;20/03/2022;26.400;BR-116/SP
RIOSP;20/03/2022;26.950;BR-116/SP
RIOSP;20/03/2022;29.700;BR-116/SP
RIOSP;20/03/2022;32.000;BR-116/SP
RIOSP;20/03/2022;63.410;BR-116/SP
RIOSP;20/03/2022;72.000;BR-116/SP
RIOSP;20/03/2022;83.200;BR-116/SP
RIOSP;20/03/2022;99.000;BR-116/SP
RIOSP;20/03/2022;107.800;BR-116/SP
RIOSP;20/03/2022;111.850;BR-116/SP
RIOSP;20/03/2022;121.700;BR-116/SP
RIOSP;20/03/2022;145.290;BR-116/SP
RIOSP;20/03/2022;150.600;BR-116/SP
RIOSP;20/03/2022;166.000;BR-116/RJ
RIOSP;20/03/2022;174.100;BR-116/RJ
RIOSP;20/03/2022;177.070;BR-116/RJ
RIOSP;20/03/2022;180.000;BR-116/RJ
RIOSP;20/03/2022;183.700;BR-116/RJ
RIOSP;20/03/2022;207.000;BR-116/SP
RIOSP;20/03/2022;212.900;BR-116/RJ
RIOSP;20/03/2022;213.500;BR-116/SP
RIOSP;20/03/2022;214.600;BR-116/SP
RIOSP;20/03/2022;215.600;BR-116/SP
RIOSP;20/03/2022;218.800;BR-116/SP
RIOSP;20/03/2022;219.400;BR-116/SP
RIOSP;20/03/2022;220.600;BR-116/SP
RIOSP;20/03/2022;227.500;BR-116/RJ
RIOSP;20/03/2022;228.800;BR-116/SP
RIOSP;20/03/2022;237.700;BR-116/RJ
RIOSP;20/03/2022;237.700;BR-116/RJ
RIOSP;20/03/2022;237.800;BR-116/RJ
RIOSP;20/03/2022;269.700;BR-116/RJ
RIOSP;20/03/2022;270.800;BR-116/RJ
RIOSP;20/03/2022;273.000;BR-116/RJ
RIOSP;20/03/2022;278.900;BR-116/RJ
RIOSP;20/03/2022;279.000;BR-116/RJ
RIOSP;20/03/2022;285.690;BR-116/RJ
RIOSP;20/03/2022;292.700;BR-116/RJ
RIOSP;21/03/2022;57.000;BR-116/SP
RIOSP;21/03/2022;138.000;BR-116/SP
RIOSP;21/03/2022;140.200;BR-116/SP
RIOSP;21/03/2022;140.400;BR-116/SP
RIOSP;21/03/2022;145.900;BR-116/SP
RIOSP;21/03/2022;156.400;BR-116/SP
RIOSP;21/03/2022;156.400;BR-116/SP
RIOSP;21/03/2022;172.750;BR-116/RJ
RIOSP;21/03/2022;174.500;BR-116/RJ
RIOSP;21/03/2022;175.500;BR-116/RJ
RIOSP;21/03/2022;182.900;BR-116/RJ
RIOSP;21/03/2022;185.000;BR-116/RJ
RIOSP;21/03/2022;186.900;BR-116/RJ
RIOSP;21/03/2022;205.800;BR-116/SP
RIOSP;21/03/2022;207.000;BR-116/SP
RIOSP;21/03/2022;222.000;BR-116/SP
RIOSP;21/03/2022;259.100;BR-116/RJ
RIOSP;21/03/2022;261.100;BR-116/RJ
RIOSP;21/03/2022;264.000;BR-116/RJ
RIOSP;21/03/2022;266.000;BR-116/RJ
RIOSP;21/03/2022;278.000;BR-116/RJ
RIOSP;21/03/2022;278.000;BR-116/RJ
RIOSP;21/03/2022;290.100;BR-116/RJ
RIOSP;21/03/2022;317.300;BR-116/RJ
RIOSP;22/03/2022;23.500;BR-116/SP
RIOSP;22/03/2022;107.500;BR-116/SP
RIOSP;22/03/2022;146.500;BR-116/SP
RIOSP;22/03/2022;152.200;BR-116/SP
RIOSP;22/03/2022;155.400;BR-116/SP
RIOSP;22/03/2022;164.600;BR-116/RJ
RIOSP;22/03/2022;180.000;BR-116/RJ
RIOSP;22/03/2022;197.100;BR-116/RJ
RIOSP;22/03/2022;197.100;BR-116/RJ
RIOSP;22/03/2022;216.900;BR-116/SP
RIOSP;22/03/2022;221.700;BR-116/SP
RIOSP;22/03/2022;229.200;BR-116/SP
RIOSP;22/03/2022;237.000;BR-116/RJ
RIOSP;22/03/2022;240.000;BR-116/RJ
RIOSP;22/03/2022;269.800;BR-116/RJ
RIOSP;22/03/2022;273.000;BR-116/RJ
RIOSP;23/03/2022;45.150;BR-116/SP
RIOSP;23/03/2022;53.000;BR-116/SP
RIOSP;23/03/2022;96.300;BR-116/SP
RIOSP;23/03/2022;134.100;BR-116/SP
RIOSP;23/03/2022;139.850;BR-116/SP
RIOSP;23/03/2022;178.000;BR-116/RJ
RIOSP;23/03/2022;183.600;BR-116/RJ
RIOSP;23/03/2022;184.400;BR-116/RJ
RIOSP;23/03/2022;210.500;BR-116/SP
RIOSP;23/03/2022;211.650;BR-116/SP
RIOSP;23/03/2022;217.000;BR-116/SP
RIOSP;23/03/2022;220.000;BR-116/SP
RIOSP;23/03/2022;221.250;BR-116/SP
RIOSP;23/03/2022;222.100;BR-116/SP
RIOSP;23/03/2022;228.300;BR-116/SP
RIOSP;23/03/2022;239.000;BR-116/RJ
RIOSP;23/03/2022;280.600;BR-116/RJ
RIOSP;24/03/2022;108.000;BR-116/SP
RIOSP;24/03/2022;140.100;BR-116/SP
RIOSP;24/03/2022;147.800;BR-116/SP
RIOSP;24/03/2022;170.900;BR-116/RJ
RIOSP;24/03/2022;178.550;BR-116/RJ
RIOSP;24/03/2022;201.100;BR-116/SP
RIOSP;24/03/2022;210.400;BR-116/RJ
RIOSP;24/03/2022;218.950;BR-116/RJ
RIOSP;24/03/2022;223.800;BR-116/SP
RIOSP;24/03/2022;316.000;BR-116/RJ
RIOSP;25/03/2022;49.700;BR-116/SP
RIOSP;25/03/2022;72.500;BR-116/SP
RIOSP;25/03/2022;104.800;BR-116/SP
RIOSP;25/03/2022;107.100;BR-116/SP
RIOSP;25/03/2022;107.200;BR-116/SP
RIOSP;25/03/2022;110.000;BR-116/SP
RIOSP;25/03/2022;125.100;BR-116/SP
RIOSP;25/03/2022;149.300;BR-116/SP
RIOSP;25/03/2022;186.300;BR-116/RJ
RIOSP;25/03/2022;198.300;BR-116/RJ
RIOSP;25/03/2022;207.100;BR-116/RJ
RIOSP;25/03/2022;210.000;BR-116/SP
RIOSP;25/03/2022;230.000;BR-116/SP
RIOSP;25/03/2022;267.000;BR-116/RJ
RIOSP;25/03/2022;269.500;BR-116/RJ
RIOSP;25/03/2022;294.000;BR-116/RJ
RIOSP;25/03/2022;314.500;BR-116/RJ
RIOSP;25/03/2022;321.600;BR-116/RJ
RIOSP;26/03/2022;39.400;BR-116/SP
RIOSP;26/03/2022;42.400;BR-116/SP
RIOSP;26/03/2022;47.900;BR-116/SP
RIOSP;26/03/2022;56.300;BR-116/SP
RIOSP;26/03/2022;66.200;BR-116/SP
RIOSP;26/03/2022;95.400;BR-116/SP
RIOSP;26/03/2022;115.400;BR-116/SP
RIOSP;26/03/2022;127.000;BR-116/SP
RIOSP;26/03/2022;134.650;BR-116/SP
RIOSP;26/03/2022;147.000;BR-116/SP
RIOSP;26/03/2022;149.500;BR-116/SP
RIOSP;26/03/2022;177.000;BR-116/RJ
RIOSP;26/03/2022;212.000;BR-116/SP
RIOSP;26/03/2022;227.200;BR-116/SP
RIOSP;26/03/2022;266.200;BR-116/RJ
RIOSP;26/03/2022;267.400;BR-116/RJ
RIOSP;26/03/2022;269.000;BR-116/RJ
RIOSP;26/03/2022;289.500;BR-116/RJ
RIOSP;26/03/2022;290.200;BR-116/RJ
RIOSP;26/03/2022;299.300;BR-116/RJ
RIOSP;26/03/2022;316.400;BR-116/RJ
RIOSP;27/03/2022;69.800;BR-116/SP
RIOSP;27/03/2022;74.000;BR-116/SP
RIOSP;27/03/2022;109.900;BR-116/SP
RIOSP;27/03/2022;138.600;BR-116/SP
RIOSP;27/03/2022;139.500;BR-116/SP
RIOSP;27/03/2022;144.900;BR-116/SP
RIOSP;27/03/2022;167.200;BR-116/RJ
RIOSP;27/03/2022;167.950;BR-116/SP
RIOSP;27/03/2022;171.400;BR-116/RJ
RIOSP;27/03/2022;190.500;BR-116/RJ
RIOSP;27/03/2022;191.600;BR-116/SP
RIOSP;27/03/2022;197.500;BR-116/SP
RIOSP;27/03/2022;199.000;BR-116/SP
RIOSP;27/03/2022;207.000;BR-116/SP
RIOSP;27/03/2022;213.500;BR-116/SP
RIOSP;27/03/2022;215.200;BR-116/SP
RIOSP;27/03/2022;226.900;BR-116/SP
RIOSP;27/03/2022;227.000;BR-116/SP
RIOSP;27/03/2022;227.000;BR-116/SP
RIOSP;27/03/2022;228.000;BR-116/SP
RIOSP;27/03/2022;230.000;BR-116/SP
RIOSP;27/03/2022;301.300;BR-116/RJ
RIOSP;28/03/2022;71.800;BR-116/SP
RIOSP;28/03/2022;73.350;BR-116/SP
RIOSP;28/03/2022;85.000;BR-116/SP
RIOSP;28/03/2022;106.000;BR-116/SP
RIOSP;28/03/2022;143.000;BR-116/SP
RIOSP;28/03/2022;148.700;BR-116/SP
RIOSP;28/03/2022;171.100;BR-116/RJ
RIOSP;28/03/2022;172.700;BR-116/RJ
RIOSP;28/03/2022;177.100;BR-116/RJ
RIOSP;28/03/2022;215.000;BR-116/SP
RIOSP;28/03/2022;216.800;BR-116/SP
RIOSP;28/03/2022;217.700;BR-116/SP
RIOSP;28/03/2022;227.600;BR-116/RJ
RIOSP;28/03/2022;227.800;BR-116/SP
RIOSP;29/03/2022;11.800;BR-116/SP
RIOSP;29/03/2022;57.400;BR-116/SP
RIOSP;29/03/2022;98.090;BR-116/SP
RIOSP;29/03/2022;114.930;BR-116/SP
RIOSP;29/03/2022;151.200;BR-116/SP
RIOSP;29/03/2022;166.800;BR-116/RJ
RIOSP;29/03/2022;177.150;BR-116/RJ
RIOSP;29/03/2022;186.000;BR-116/SP
RIOSP;29/03/2022;205.800;BR-116/RJ
RIOSP;29/03/2022;215.700;BR-116/SP
RIOSP;29/03/2022;218.800;BR-116/SP
RIOSP;29/03/2022;226.500;BR-116/RJ
RIOSP;29/03/2022;249.560;BR-116/RJ
RIOSP;29/03/2022;265.650;BR-116/RJ
RIOSP;30/03/2022;25.350;BR-116/SP
RIOSP;30/03/2022;54.000;BR-116/SP
RIOSP;30/03/2022;56.500;BR-116/SP
RIOSP;30/03/2022;105.750;BR-116/SP
RIOSP;30/03/2022;120.200;BR-116/SP
RIOSP;30/03/2022;128.100;BR-116/SP
RIOSP;30/03/2022;157.300;BR-116/SP
RIOSP;30/03/2022;168.100;BR-116/SP
RIOSP;30/03/2022;178.800;BR-116/RJ
RIOSP;30/03/2022;193.000;BR-116/RJ
RIOSP;30/03/2022;206.500;BR-116/SP
RIOSP;30/03/2022;213.000;BR-116/SP
RIOSP;30/03/2022;214.400;BR-116/SP
RIOSP;30/03/2022;218.000;BR-116/SP
RIOSP;30/03/2022;227.600;BR-116/SP
RIOSP;31/03/2022;68.800;BR-116/SP
RIOSP;31/03/2022;145.100;BR-116/SP
RIOSP;31/03/2022;180.700;BR-116/RJ
RIOSP;31/03/2022;190.100;BR-116/RJ
RIOSP;31/03/2022;213.460;BR-116/SP
RIOSP;31/03/2022;218.500;BR-116/SP
RIOSP;31/03/2022;218.600;BR-116/SP
RIOSP;31/03/2022;224.000;BR-116/SP
RIOSP;31/03/2022;226.100;BR-116/SP
RIOSP;31/03/2022;226.300;BR-116/RJ
RIOSP;31/03/2022;226.600;BR-116/SP
RIOSP;31/03/2022;230.900;BR-116/SP
RIOSP;31/03/2022;266.800;BR-116/RJ
